 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2019;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
Y2065514;Poissonnerie de Cloridorme inc.;34498;2019;10;149;35974000;337920;8;1305000;1305000;NULL;345620;50088;Usine Poissonnerie de Cloridorme inc.;3117;Preparation & cond. de poissons & fruits de mer;311   ;NULL;NULL;NULL
18850917;Domtar inc.;34499;2019;4;364;26521374000;76029419.35;30;2100239000;2100239000;Surface;345622;50089;Domtar inc. Usine de Windsor;322121;Usines de papier (sauf papier journal);32212 ;45.5575;-72.01027778;11082000
18850917;Domtar inc.;34499;2019;3;364;26521374000;76029419.35;31;2299661000;2299661000;Surface;345619;50089;Domtar inc. Usine de Windsor;322121;Usines de papier (sauf papier journal);32212 ;45.5575;-72.01027778;74536000
Y2101219;Uniboard Canada inc.;34485;2019;1;365;231000;4866.67;31;8000;8000;NULL;347262;50062;Uniboard Canada inc., division Sayabec;321216;Usines de panneaux de particules & de fibres;32121 ;NULL;NULL;NULL
16367047;Usine de congelation de St-Bruno inc.;34593;2019;1;310;16577000;256800;27;304000;304000;NULL;347249;50296;Usine de congelation de bleuets et de canneberges de Newport;3114;Preservation & congelation de fruits & legumes;311   ;NULL;NULL;NULL
13431549;Municipalite de Saint-Antoine-de-Tilly;34462;2019;1;364;73281000;257548.39;31;5651000;5651000;Souterrain;345247;50035;Installation de production Saint-Antoine-de-Tilly;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.65261;-71.57588;NULL
13431549;Municipalite de Saint-Antoine-de-Tilly;34462;2019;3;365;86931000;301838.71;31;6576000;6576000;Souterrain;345275;50034;Installation de production Saint-Antoine-de-Tilly;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.65099;-71.57441;NULL
13431549;Municipalite de Saint-Antoine-de-Tilly;34462;2019;6;365;86931000;301838.71;30;7691000;7691000;Souterrain;345297;50034;Installation de production Saint-Antoine-de-Tilly;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.65099;-71.57441;NULL
13431549;Municipalite de Saint-Antoine-de-Tilly;34462;2019;2;365;86931000;301838.71;28;5780000;5780000;Souterrain;345274;50034;Installation de production Saint-Antoine-de-Tilly;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.65099;-71.57441;NULL
Y0501740;Bois Hunting inc.;34193;2019;5;175;50064000;440366.67;24;5459000;5459000;Surface;341127;49597;Bois Hunting inc.;321111;Scieries sauf usines de bard. & bard. de fente;32111 ;45.336769;-71.844134;NULL
