Installation de production Saint-Cyrille-de-Wendover;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2018;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
13429550;Municipalite du Lac-Frontiere;33175;2018;3;365;16829700;82832.26;31;2567800;2567800;Souterrain;327039;48020;Installation de production Lac-Frontiere;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.69472626;-70.02420493;NULL
14590921;Municipalite de Saint-Pierre-de-Broughton;32917;2018;4;365;33691000;109500;30;2610000;2610000;Surface;327073;47567;Installation de production Saint-Pierre-de-Broughton;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.24903658;-71.15685593;NULL
14590921;Municipalite de Saint-Pierre-de-Broughton;32917;2018;5;365;33691000;109500;31;2820000;2820000;Surface;327074;47567;Installation de production Saint-Pierre-de-Broughton;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.24903658;-71.15685593;NULL
14590921;Municipalite de Saint-Pierre-de-Broughton;32917;2018;6;365;33691000;109500;30;2795000;2795000;Surface;327075;47567;Installation de production Saint-Pierre-de-Broughton;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.24903658;-71.15685593;NULL
14590921;Municipalite de Saint-Pierre-de-Broughton;32917;2018;7;365;33691000;109500;31;2970000;2970000;Surface;327078;47567;Installation de production Saint-Pierre-de-Broughton;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.24903658;-71.15685593;NULL
14590921;Municipalite de Saint-Pierre-de-Broughton;32917;2018;8;365;33691000;109500;31;3385000;3385000;Surface;327079;47567;Installation de production Saint-Pierre-de-Broughton;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.24903658;-71.15685593;NULL
11696291;Ville de Malartic;33216;2018;2;365;53034000;263833.33;28;2720000;2720000;Souterrain;327081;48083;Station de purification Malartic;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15865274;-78.14339797;NULL
14590921;Municipalite de Saint-Pierre-de-Broughton;32917;2018;9;365;33691000;109500;30;3285000;3285000;Surface;327082;47567;Installation de production Saint-Pierre-de-Broughton;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.24903658;-71.15685593;NULL
14590921;Municipalite de Saint-Pierre-de-Broughton;32917;2018;10;365;33691000;109500;31;2712000;2712000;Surface;327084;47567;Installation de production Saint-Pierre-de-Broughton;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.24903658;-71.15685593;NULL
11696291;Ville de Malartic;33216;2018;3;365;53034000;263833.33;31;5709000;5709000;Souterrain;327085;48083;Station de purification Malartic;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15865274;-78.14339797;NULL
14590921;Municipalite de Saint-Pierre-de-Broughton;32917;2018;11;365;33691000;109500;30;2625000;2625000;Surface;327087;47567;Installation de production Saint-Pierre-de-Broughton;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.24903658;-71.15685593;NULL
11696291;Ville de Malartic;33216;2018;4;365;53034000;263833.33;30;4994000;4994000;Souterrain;327088;48083;Station de purification Malartic;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15865274;-78.14339797;NULL
14590921;Municipalite de Saint-Pierre-de-Broughton;32917;2018;12;365;33691000;109500;31;2842000;2842000;Surface;327090;47567;Installation de production Saint-Pierre-de-Broughton;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.24903658;-71.15685593;NULL
11696291;Ville de Malartic;33216;2018;5;365;53034000;263833.33;31;7363000;7363000;Souterrain;327092;48083;Station de purification Malartic;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15865274;-78.14339797;NULL
11696291;Ville de Malartic;33216;2018;6;365;53034000;263833.33;30;7915000;7915000;Souterrain;327095;48083;Station de purification Malartic;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15865274;-78.14339797;NULL
11696291;Ville de Malartic;33216;2018;7;365;53034000;263833.33;31;3990000;3990000;Souterrain;327098;48083;Station de purification Malartic;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15865274;-78.14339797;NULL
11696291;Ville de Malartic;33216;2018;8;365;53034000;263833.33;31;5093000;5093000;Souterrain;327100;48083;Station de purification Malartic;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15865274;-78.14339797;NULL
11696291;Ville de Malartic;33216;2018;9;365;53034000;263833.33;30;3125000;3125000;Souterrain;327102;48083;Station de purification Malartic;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.15865274;-78.14339797;NULL
13433719;Municipalite de L'Ascension;33223;2018;1;365;42597000;156000;31;3883000;3883000;Souterrain;327263;48104;Systeme de production d'eau potable - L'ascension;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.556717;-74.8208;3883000
13426762;Municipalite de Saint-Jean-de-Matha;33224;2018;8;241;149506000;770470.59;22;14746000;14746000;Souterrain;327307;48106;Station de production d'eau potable, St-Jean-de-Matha, municipal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.22549767;-73.52600457;14746000
Y2055931;Aquaterra corporation;32829;2018;3;238;42529000;199764.71;20;3771000;3771000;Souterrain;327589;47403;Aquaterra corporation;312110;Fab. de boissons gazeuses & de glace;31211 ;46.33866423;-72.19927241;NULL
Y2055931;Aquaterra corporation;32829;2018;4;238;42529000;199764.71;20;2906000;2906000;Souterrain;327591;47403;Aquaterra corporation;312110;Fab. de boissons gazeuses & de glace;31211 ;46.33866423;-72.19927241;NULL
Y2055931;Aquaterra corporation;32829;2018;5;238;42529000;199764.71;22;3831000;3831000;Souterrain;327592;47403;Aquaterra corporation;312110;Fab. de boissons gazeuses & de glace;31211 ;46.33866423;-72.19927241;NULL
Y2055931;Aquaterra corporation;32829;2018;6;238;42529000;199764.71;19;3405000;3405000;Souterrain;327593;47403;Aquaterra corporation;312110;Fab. de boissons gazeuses & de glace;31211 ;46.33866423;-72.19927241;NULL
Y2055931;Aquaterra corporation;32829;2018;7;238;42529000;199764.71;21;4098000;4098000;Souterrain;327594;47403;Aquaterra corporation;312110;Fab. de boissons gazeuses & de glace;31211 ;46.33866423;-72.19927241;NULL
Y2055931;Aquaterra corporation;32829;2018;8;238;42529000;199764.71;23;4376000;4376000;Souterrain;327595;47403;Aquaterra corporation;312110;Fab. de boissons gazeuses & de glace;31211 ;46.33866423;-72.19927241;NULL
Y2055931;Aquaterra corporation;32829;2018;9;238;42529000;199764.71;19;3447000;3447000;Souterrain;327596;47403;Aquaterra corporation;312110;Fab. de boissons gazeuses & de glace;31211 ;46.33866423;-72.19927241;NULL
Y2055931;Aquaterra corporation;32829;2018;10;238;42529000;199764.71;20;3586000;3586000;Souterrain;327597;47403;Aquaterra corporation;312110;Fab. de boissons gazeuses & de glace;31211 ;46.33866423;-72.19927241;NULL
Y2055931;Aquaterra corporation;32829;2018;11;238;42529000;199764.71;20;3156000;3156000;Souterrain;327598;47403;Aquaterra corporation;312110;Fab. de boissons gazeuses & de glace;31211 ;46.33866423;-72.19927241;NULL
Y2055931;Aquaterra corporation;32829;2018;12;238;42529000;199764.71;17;2866000;2866000;Souterrain;327599;47403;Aquaterra corporation;312110;Fab. de boissons gazeuses & de glace;31211 ;46.33866423;-72.19927241;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;2;365;192733000;1006064.52;28;8923000;8923000;NULL;327941;47749;Produits Alimentaires Viau inc.;3116;Fab. de produits de viande;311   ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;2;365;192733000;1006064.52;28;0;8923000;NULL;327942;47749;Produits Alimentaires Viau inc.;31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;3;365;192733000;1006064.52;31;7383000;7383000;NULL;327943;47749;Produits Alimentaires Viau inc.;3116;Fab. de produits de viande;311   ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;3;365;192733000;1006064.52;31;0;7383000;NULL;327944;47749;Produits Alimentaires Viau inc.;31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;4;365;192733000;1006064.52;30;10594000;10594000;NULL;327945;47749;Produits Alimentaires Viau inc.;3116;Fab. de produits de viande;311   ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;4;365;192733000;1006064.52;30;0;10594000;NULL;327946;47749;Produits Alimentaires Viau inc.;31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;5;365;192733000;1006064.52;31;15212000;15212000;NULL;327947;47749;Produits Alimentaires Viau inc.;3116;Fab. de produits de viande;311   ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;5;365;192733000;1006064.52;31;0;15212000;NULL;327948;47749;Produits Alimentaires Viau inc.;31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;6;365;192733000;1006064.52;30;20185000;20185000;NULL;327949;47749;Produits Alimentaires Viau inc.;3116;Fab. de produits de viande;311   ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;6;365;192733000;1006064.52;30;0;20185000;NULL;327950;47749;Produits Alimentaires Viau inc.;31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;7;365;192733000;1006064.52;31;31188000;31188000;NULL;327951;47749;Produits Alimentaires Viau inc.;3116;Fab. de produits de viande;311   ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;7;365;192733000;1006064.52;31;0;31188000;NULL;327952;47749;Produits Alimentaires Viau inc.;31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;8;365;192733000;1006064.52;31;26357000;26357000;NULL;327953;47749;Produits Alimentaires Viau inc.;3116;Fab. de produits de viande;311   ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;8;365;192733000;1006064.52;31;0;26357000;NULL;327954;47749;Produits Alimentaires Viau inc.;31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;9;365;192733000;1006064.52;30;21485000;21485000;NULL;327955;47749;Produits Alimentaires Viau inc.;3116;Fab. de produits de viande;311   ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;9;365;192733000;1006064.52;30;0;21485000;NULL;327956;47749;Produits Alimentaires Viau inc.;31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;10;365;192733000;1006064.52;31;21298000;21298000;NULL;327957;47749;Produits Alimentaires Viau inc.;3116;Fab. de produits de viande;311   ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;10;365;192733000;1006064.52;31;0;21298000;NULL;327958;47749;Produits Alimentaires Viau inc.;31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;11;365;192733000;1006064.52;30;11113000;11113000;NULL;327959;47749;Produits Alimentaires Viau inc.;3116;Fab. de produits de viande;311   ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;11;365;192733000;1006064.52;30;0;11113000;NULL;327960;47749;Produits Alimentaires Viau inc.;31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;12;365;192733000;1006064.52;31;10971000;10971000;NULL;327961;47749;Produits Alimentaires Viau inc.;3116;Fab. de produits de viande;311   ;NULL;NULL;NULL
29192267;Les Aliments Maple Leaf inc.;33037;2018;12;365;192733000;1006064.52;31;0;10971000;NULL;327962;47749;Produits Alimentaires Viau inc.;31161;Abattage & transformation d'animaux;3116  ;NULL;NULL;NULL
Y2192786;Fruit d'Or inc.;32733;2018;1;364;22782000;144200;31;551000;551000;Souterrain;327977;47259;Fruit d'Or inc. Villeroy;311420;Preservation (sauf congelation), fruit & legume;31142 ;46.3731377;-71.86504339;NULL
Y2192786;Fruit d'Or inc.;32733;2018;2;364;22782000;144200;28;750000;750000;Souterrain;327978;47259;Fruit d'Or inc. Villeroy;311420;Preservation (sauf congelation), fruit & legume;31142 ;46.3731377;-71.86504339;NULL
Y2192786;Fruit d'Or inc.;32733;2018;3;364;22782000;144200;31;848000;848000;Souterrain;327979;47259;Fruit d'Or inc. Villeroy;311420;Preservation (sauf congelation), fruit & legume;31142 ;46.3731377;-71.86504339;NULL
Y2192786;Fruit d'Or inc.;32733;2018;4;364;22782000;144200;30;1357000;1357000;Souterrain;327980;47259;Fruit d'Or inc. Villeroy;311420;Preservation (sauf congelation), fruit & legume;31142 ;46.3731377;-71.86504339;NULL
Y2192786;Fruit d'Or inc.;32733;2018;5;364;22782000;144200;31;2848000;2848000;Souterrain;327981;47259;Fruit d'Or inc. Villeroy;311420;Preservation (sauf congelation), fruit & legume;31142 ;46.3731377;-71.86504339;NULL
Y2192786;Fruit d'Or inc.;32733;2018;6;364;22782000;144200;30;1545000;1545000;Souterrain;327982;47259;Fruit d'Or inc. Villeroy;311420;Preservation (sauf congelation), fruit & legume;31142 ;46.3731377;-71.86504339;NULL
Y2192786;Fruit d'Or inc.;32733;2018;7;364;22782000;144200;31;1986000;1986000;Souterrain;327983;47259;Fruit d'Or inc. Villeroy;311420;Preservation (sauf congelation), fruit & legume;31142 ;46.3731377;-71.86504339;NULL
Y2092430;Corporation d'aliments Catelli;33245;2018;2;365;155438000;622290.32;28;12696000;12696000;NULL;328022;48132;Corporation d'aliments Catelli;311823;Fab. de pates alimentaires seches;31182 ;NULL;NULL;NULL
Y2092430;Corporation d'aliments Catelli;33245;2018;3;365;155438000;622290.32;31;19291000;19291000;NULL;328023;48132;Corporation d'aliments Catelli;311823;Fab. de pates alimentaires seches;31182 ;NULL;NULL;NULL
Y2092430;Corporation d'aliments Catelli;33245;2018;4;365;155438000;622290.32;30;13022000;13022000;NULL;328024;48132;Corporation d'aliments Catelli;311823;Fab. de pates alimentaires seches;31182 ;NULL;NULL;NULL
Y2092430;Corporation d'aliments Catelli;33245;2018;5;365;155438000;622290.32;31;13414000;13414000;NULL;328025;48132;Corporation d'aliments Catelli;311823;Fab. de pates alimentaires seches;31182 ;NULL;NULL;NULL
Y2092430;Corporation d'aliments Catelli;33245;2018;6;365;155438000;622290.32;30;12573000;12573000;NULL;328026;48132;Corporation d'aliments Catelli;311823;Fab. de pates alimentaires seches;31182 ;NULL;NULL;NULL
Y2092430;Corporation d'aliments Catelli;33245;2018;7;365;155438000;622290.32;31;10955000;10955000;NULL;328027;48132;Corporation d'aliments Catelli;311823;Fab. de pates alimentaires seches;31182 ;NULL;NULL;NULL
Y2092430;Corporation d'aliments Catelli;33245;2018;8;365;155438000;622290.32;31;14539000;14539000;NULL;328028;48132;Corporation d'aliments Catelli;311823;Fab. de pates alimentaires seches;31182 ;NULL;NULL;NULL
Y2092430;Corporation d'aliments Catelli;33245;2018;9;365;155438000;622290.32;30;11724000;11724000;NULL;328029;48132;Corporation d'aliments Catelli;311823;Fab. de pates alimentaires seches;31182 ;NULL;NULL;NULL
Y2092430;Corporation d'aliments Catelli;33245;2018;10;365;155438000;622290.32;31;16495000;16495000;NULL;328030;48132;Corporation d'aliments Catelli;311823;Fab. de pates alimentaires seches;31182 ;NULL;NULL;NULL
Y2092430;Corporation d'aliments Catelli;33245;2018;11;365;155438000;622290.32;30;8323000;8323000;NULL;328031;48132;Corporation d'aliments Catelli;311823;Fab. de pates alimentaires seches;31182 ;NULL;NULL;NULL
Y2092430;Corporation d'aliments Catelli;33245;2018;12;365;155438000;622290.32;31;11042000;11042000;NULL;328032;48132;Corporation d'aliments Catelli;311823;Fab. de pates alimentaires seches;31182 ;NULL;NULL;NULL
27638642;Municipalite de Vallee-Jonction;33159;2018;2;365;166745000;518464.29;28;14517000;14517000;Souterrain;328033;47996;Installation de production Vallee-Jonction - Puits  P-3;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.3710268;-70.92877099;NULL
27638642;Municipalite de Vallee-Jonction;33159;2018;3;365;166745000;518464.29;31;15460000;15460000;Souterrain;328034;47996;Installation de production Vallee-Jonction - Puits  P-3;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.3710268;-70.92877099;NULL
27638642;Municipalite de Vallee-Jonction;33159;2018;4;365;166745000;518464.29;30;13656000;13656000;Souterrain;328035;47996;Installation de production Vallee-Jonction - Puits  P-3;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.3710268;-70.92877099;NULL
27638642;Municipalite de Vallee-Jonction;33159;2018;5;365;166745000;518464.29;31;15537000;15537000;Souterrain;328036;47996;Installation de production Vallee-Jonction - Puits  P-3;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.3710268;-70.92877099;NULL
27638642;Municipalite de Vallee-Jonction;33159;2018;6;365;166745000;518464.29;30;14843000;14843000;Souterrain;328037;47996;Installation de production Vallee-Jonction - Puits  P-3;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.3710268;-70.92877099;NULL
27638642;Municipalite de Vallee-Jonction;33159;2018;7;365;166745000;518464.29;31;14373000;14373000;Souterrain;328038;47996;Installation de production Vallee-Jonction - Puits  P-3;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.3710268;-70.92877099;NULL
27638642;Municipalite de Vallee-Jonction;33159;2018;8;365;166745000;518464.29;31;13225000;13225000;Souterrain;328039;47996;Installation de production Vallee-Jonction - Puits  P-3;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.3710268;-70.92877099;NULL
27638642;Municipalite de Vallee-Jonction;33159;2018;9;365;166745000;518464.29;30;13260000;13260000;Souterrain;328040;47996;Installation de production Vallee-Jonction - Puits  P-3;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.3710268;-70.92877099;NULL
27638642;Municipalite de Vallee-Jonction;33159;2018;10;365;166745000;518464.29;31;13428000;13428000;Souterrain;328041;47996;Installation de production Vallee-Jonction - Puits  P-3;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.3710268;-70.92877099;NULL
27638642;Municipalite de Vallee-Jonction;33159;2018;11;365;166745000;518464.29;30;12021000;12021000;Souterrain;328042;47996;Installation de production Vallee-Jonction - Puits  P-3;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.3710268;-70.92877099;NULL
27638642;Municipalite de Vallee-Jonction;33159;2018;12;365;166745000;518464.29;31;11565000;11565000;Souterrain;328043;47996;Installation de production Vallee-Jonction - Puits  P-3;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.3710268;-70.92877099;NULL
27638642;Municipalite de Vallee-Jonction;33160;2018;1;365;42738000;130133.33;31;3104000;3104000;Souterrain;328044;47998;Installation de production Vallee-Jonction - Puits P-8A et P-20;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37640278;-70.93741667;NULL
27638642;Municipalite de Vallee-Jonction;33160;2018;2;365;42738000;130133.33;28;3109000;3109000;Souterrain;328045;47998;Installation de production Vallee-Jonction - Puits P-8A et P-20;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37640278;-70.93741667;NULL
27638642;Municipalite de Vallee-Jonction;33160;2018;3;365;42738000;130133.33;31;3275500;3275500;Souterrain;328046;47998;Installation de production Vallee-Jonction - Puits P-8A et P-20;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37640278;-70.93741667;NULL
Y2008341;Municipalite de Beaulac-Garthby;32933;2018;2;365;28735000;121180;28;2300000;2300000;Souterrain;321157;47573;Installation de production Beaulac-Garthby;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.82749473;-71.39740996;NULL
13437439;Municipalite du village de Tring-Jonction;32930;2018;1;NULL;NULL;NULL;NULL;NULL;NULL;Souterrain;321158;47562;Installation de production Tring-Jonction;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.2719944;-70.99899722;NULL
