 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2009;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
Y0400802;Kruger Wayagamack Holding Inc.;9963;2009;10;92;6417654000;81524000;31;2527244000;2527244000;Surface;3941;11007;Kruger Wayagamack inc.;3221;Usines de pate a papier, de papier & de carton;322   ;46.35916667;-72.51777778;NULL
Y0400802;Kruger Wayagamack Holding Inc.;9963;2009;11;92;6417654000;81524000;30;1986845000;1986845000;Surface;3942;11007;Kruger Wayagamack inc.;3221;Usines de pate a papier, de papier & de carton;322   ;46.35916667;-72.51777778;NULL
Y0400802;Kruger Wayagamack Holding Inc.;9963;2009;12;92;6417654000;81524000;31;1903565000;1903565000;Surface;3943;11007;Kruger Wayagamack inc.;3221;Usines de pate a papier, de papier & de carton;322   ;46.35916667;-72.51777778;NULL
Y2053613;Ville de Sainte-Anne-de-Bellevue;10149;2009;10;92;215332000;2538258.06;31;70680000;70680000;Surface;4742;11323;Station de purification Sainte-Anne-de-Bellevue;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.40302329;-73.95861057;NULL
Y2053613;Ville de Sainte-Anne-de-Bellevue;10149;2009;11;92;215332000;2538258.06;30;65966000;65966000;Surface;4743;11323;Station de purification Sainte-Anne-de-Bellevue;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.40302329;-73.95861057;NULL
Y2053613;Ville de Sainte-Anne-de-Bellevue;10149;2009;12;92;215332000;2538258.06;31;78686000;78686000;Surface;4744;11323;Station de purification Sainte-Anne-de-Bellevue;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.40302329;-73.95861057;NULL
13435250;Ville de Schefferville;10013;2009;10;92;216587000;2444967.74;31;72124000;72124000;Surface;5812;11084;Station de purification Schefferville(post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;54.79868083;-66.82110256;NULL
13435250;Ville de Schefferville;10013;2009;11;92;216587000;2444967.74;30;68669000;68669000;Surface;5813;11084;Station de purification Schefferville(post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;54.79868083;-66.82110256;NULL
13435250;Ville de Schefferville;10013;2009;12;92;216587000;2444967.74;31;75794000;75794000;Surface;5814;11084;Station de purification Schefferville(post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;54.79868083;-66.82110256;NULL
