 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2021;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
11005246;LES ENTREPRISES DE STONEHAM INC.;46218;2021;1;63;424762000;6742254;27;126395000;126395000;Surface;46218;46218;Station touristique Stoneham;713920;Centres de ski;713920;47.01666667;-71.38333333;NULL
11005246;LES ENTREPRISES DE STONEHAM INC.;46218;2021;2;63;424762000;6742254;5;10480000;10480000;Surface;46218;46218;Station touristique Stoneham;713920;Centres de ski;713920;47.01666667;-71.38333333;NULL
11005246;LES ENTREPRISES DE STONEHAM INC.;46218;2021;3;63;424762000;6742254;0;0;0;Surface;46218;46218;Station touristique Stoneham;713920;Centres de ski;713920;47.01666667;-71.38333333;NULL
11005246;LES ENTREPRISES DE STONEHAM INC.;46218;2021;4;63;424762000;6742254;0;0;0;Surface;46218;46218;Station touristique Stoneham;713920;Centres de ski;713920;47.01666667;-71.38333333;NULL
11005246;LES ENTREPRISES DE STONEHAM INC.;46218;2021;5;63;424762000;6742254;0;0;0;Surface;46218;46218;Station touristique Stoneham;713920;Centres de ski;713920;47.01666667;-71.38333333;NULL
11005246;LES ENTREPRISES DE STONEHAM INC.;46218;2021;6;63;424762000;6742254;0;0;0;Surface;46218;46218;Station touristique Stoneham;713920;Centres de ski;713920;47.01666667;-71.38333333;NULL
11005246;LES ENTREPRISES DE STONEHAM INC.;46218;2021;7;63;424762000;6742254;0;0;0;Surface;46218;46218;Station touristique Stoneham;713920;Centres de ski;713920;47.01666667;-71.38333333;NULL
11005246;LES ENTREPRISES DE STONEHAM INC.;46218;2021;8;63;424762000;6742254;0;0;0;Surface;46218;46218;Station touristique Stoneham;713920;Centres de ski;713920;47.01666667;-71.38333333;NULL
11005246;LES ENTREPRISES DE STONEHAM INC.;46218;2021;9;63;424762000;6742254;0;0;0;Surface;46218;46218;Station touristique Stoneham;713920;Centres de ski;713920;47.01666667;-71.38333333;NULL
11005246;LES ENTREPRISES DE STONEHAM INC.;46218;2021;10;63;424762000;6742254;0;0;0;Surface;46218;46218;Station touristique Stoneham;713920;Centres de ski;713920;47.01666667;-71.38333333;NULL
11005246;LES ENTREPRISES DE STONEHAM INC.;46218;2021;11;63;424762000;6742254;10;75961000;75961000;Surface;46218;46218;Station touristique Stoneham;713920;Centres de ski;713920;47.01666667;-71.38333333;NULL
11005246;LES ENTREPRISES DE STONEHAM INC.;46218;2021;12;63;424762000;6742254;21;211926000;211926000;Surface;46218;46218;Station touristique Stoneham;713920;Centres de ski;713920;47.01666667;-71.38333333;NULL
