 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2015;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
13429402;Ville de Lery;20861;2015;2;365;31880000;129838.71;28;1961000;1961000;Souterrain;148358;28461;Station de purification Lery-Chateaulyne (poste chloration);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.36124842;-73.78916814;NULL
13429402;Ville de Lery;20861;2015;3;365;31880000;129838.71;31;2236000;2236000;Souterrain;157338;28461;Station de purification Lery-Chateaulyne (poste chloration);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.36124842;-73.78916814;NULL
13429402;Ville de Lery;20861;2015;1;365;31880000;129838.71;31;2242000;2242000;Souterrain;142701;28461;Station de purification Lery-Chateaulyne (poste chloration);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.36124842;-73.78916814;NULL
Y2079831;L'Oreal Canada inc.;21193;2015;1;365;66221000;238903.23;31;5201000;5201000;NULL;147735;28995;L'Oreal Canada inc.;325620;Fab. de produits de toilette;32562 ;NULL;NULL;NULL
21976253;Municipalite de Saint-Rene-de-Matane;20829;2015;1;365;42477000;147400;31;3152000;3152000;Souterrain;145755;28405;Systeme d'approvisionnement sans traitement Saint-Rene-de-Matane;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.71023663;-67.39033531;NULL
21976253;Municipalite de Saint-Rene-de-Matane;20829;2015;3;365;42477000;147400;31;3534000;3534000;Souterrain;155749;28405;Systeme d'approvisionnement sans traitement Saint-Rene-de-Matane;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.71023663;-67.39033531;NULL
21976253;Municipalite de Saint-Rene-de-Matane;20829;2015;2;365;42477000;147400;28;2985000;2985000;Souterrain;145756;28405;Systeme d'approvisionnement sans traitement Saint-Rene-de-Matane;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.71023663;-67.39033531;NULL
21976253;Municipalite de Saint-Rene-de-Matane;20829;2015;10;365;42477000;147400;31;3371000;3371000;Souterrain;176976;28405;Systeme d'approvisionnement sans traitement Saint-Rene-de-Matane;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.71023663;-67.39033531;NULL
Y2010480;Ville d'Asbestos;22723;2015;1;281;1227346000;5184931.03;19;83047000;83047000;Surface;172818;31657;Station de purification Asbestos;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.79046124;-71.92845016;12457050
