 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2016;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
Y2006775;Ville de Salaberry-de-Valleyfield;27832;2016;8;365;8676498000;47530133.33;31;793112000;793112000;Surface;252222;40071;prise d'eau industrielle (Valleyfield);48699;Tous les autres services, transport pipeline;4869  ;45.22353056;-74.07885556;7138010
Y2006775;Ville de Salaberry-de-Valleyfield;27832;2016;9;365;8676498000;47530133.33;30;1425904000;1425904000;Surface;252223;40071;prise d'eau industrielle (Valleyfield);48699;Tous les autres services, transport pipeline;4869  ;45.22353056;-74.07885556;12833140
Y2006775;Ville de Salaberry-de-Valleyfield;27832;2016;10;365;8676498000;47530133.33;31;140464000;140464000;Surface;252224;40071;prise d'eau industrielle (Valleyfield);48699;Tous les autres services, transport pipeline;4869  ;45.22353056;-74.07885556;1264180
Y2006775;Ville de Salaberry-de-Valleyfield;27832;2016;11;365;8676498000;47530133.33;30;700317000;700317000;Surface;252225;40071;prise d'eau industrielle (Valleyfield);48699;Tous les autres services, transport pipeline;4869  ;45.22353056;-74.07885556;6302850
Y2006775;Ville de Salaberry-de-Valleyfield;27832;2016;12;365;8676498000;47530133.33;31;792933000;792933000;Surface;252226;40071;prise d'eau industrielle (Valleyfield);48699;Tous les autres services, transport pipeline;4869  ;45.22353056;-74.07885556;7136400
Y2006775;Ville de Salaberry-de-Valleyfield;27833;2016;5;365;16743332000;54616870.97;31;1541770000;1541770000;Surface;252231;40072;Station de purification Salaberry-de-Valleyfield - traitement complet;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.25958487;-74.13183805;231265500
Y2006775;Ville de Salaberry-de-Valleyfield;27833;2016;6;365;16743332000;54616870.97;30;1306888000;1306888000;Surface;252232;40072;Station de purification Salaberry-de-Valleyfield - traitement complet;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.25958487;-74.13183805;196033200
Y2006775;Ville de Salaberry-de-Valleyfield;27833;2016;7;365;16743332000;54616870.97;31;1368000000;1368000000;Surface;252233;40072;Station de purification Salaberry-de-Valleyfield - traitement complet;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.25958487;-74.13183805;205200000
11722618;Municipalite d'Hebertville;23499;2016;3;366;470846000;1476033.33;31;38309000;38309000;Souterrain;187468;32842;Systeme d'approvisionnement d'eau potable Hebertville;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.35339435;-71.72727918;NULL
