 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2017;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
27305903;Arcelormittal Coteau-du-Lac inc.;30112;2017;12;365;37831100;184941.94;31;2923900;2923900;NULL;282235;43137;ArcelorMittal Coteau-du-Lac inc.;33281;Revet., gravure, trait. therm. & act. analogues;3328  ;NULL;NULL;NULL
27305903;Arcelormittal Coteau-du-Lac inc.;30112;2017;11;365;37831100;184941.94;30;3727800;3727800;NULL;282233;43137;ArcelorMittal Coteau-du-Lac inc.;33281;Revet., gravure, trait. therm. & act. analogues;3328  ;NULL;NULL;NULL
27305903;Arcelormittal Coteau-du-Lac inc.;30112;2017;10;365;37831100;184941.94;31;5733200;5733200;NULL;282231;43137;ArcelorMittal Coteau-du-Lac inc.;33281;Revet., gravure, trait. therm. & act. analogues;3328  ;NULL;NULL;NULL
27305903;Arcelormittal Coteau-du-Lac inc.;30112;2017;9;365;37831100;184941.94;30;2976400;2976400;NULL;282229;43137;ArcelorMittal Coteau-du-Lac inc.;33281;Revet., gravure, trait. therm. & act. analogues;3328  ;NULL;NULL;NULL
27305903;Arcelormittal Coteau-du-Lac inc.;30112;2017;8;365;37831100;184941.94;31;3819300;3819300;NULL;282227;43137;ArcelorMittal Coteau-du-Lac inc.;33281;Revet., gravure, trait. therm. & act. analogues;3328  ;NULL;NULL;NULL
27305903;Arcelormittal Coteau-du-Lac inc.;30112;2017;7;365;37831100;184941.94;31;3529500;3529500;NULL;282226;43137;ArcelorMittal Coteau-du-Lac inc.;33281;Revet., gravure, trait. therm. & act. analogues;3328  ;NULL;NULL;NULL
27305903;Arcelormittal Coteau-du-Lac inc.;30112;2017;6;365;37831100;184941.94;30;3102800;3102800;NULL;282224;43137;ArcelorMittal Coteau-du-Lac inc.;33281;Revet., gravure, trait. therm. & act. analogues;3328  ;NULL;NULL;NULL
27305903;Arcelormittal Coteau-du-Lac inc.;30112;2017;5;365;37831100;184941.94;31;3153600;3153600;NULL;282222;43137;ArcelorMittal Coteau-du-Lac inc.;33281;Revet., gravure, trait. therm. & act. analogues;3328  ;NULL;NULL;NULL
27305903;Arcelormittal Coteau-du-Lac inc.;30112;2017;4;365;37831100;184941.94;30;1908200;1908200;NULL;282221;43137;ArcelorMittal Coteau-du-Lac inc.;33281;Revet., gravure, trait. therm. & act. analogues;3328  ;NULL;NULL;NULL
